Test case , Test Step , Parameters , Page Name , Price Type , Expected Vlaue , Actual Vlaue, Status, OrderNumber, Comments
TC038,113.0,3 Decimal point,ProductDetailsPopUp,Discount,'2.689%,'$0.000,FAIL,null
TC038,113.0,3 Decimal point,ProductDetailsPopUp,Discount,'2.689%,'$0.000,FAIL,null
TC038,113.0,3 Decimal point,ProductDetailsPopUp,Discount,'2.689%,'$0.000,FAIL,null
TC038,113.0,3 Decimal point,AddonPrice,Addon price,'Addon1 - $1.243 ( Per Piece ),'Addon1,FAIL,null
TC038,113.0,3 Decimal point,ShoppingCart,Discount price,'2.689%,'$0.000,FAIL,null
TC038,113.0,3 Decimal point,ShoppingCart,Addon price,'$17.402,'$0.000,FAIL,null
TC038,113.0,3 Decimal point,ShoppingCart,GridTotal,'$26.594,'$13.808,FAIL,null
TC038,113.0,3 Decimal point,ShoppingCart,total,'$26.594,'$13.808,FAIL,null
TC038,113.0,3 Decimal point,Order checkout,ShipAddSameAsBillAdd,'Both BIlling, Shipping address are same and shipping address do not have Edit | Select LInks,'Both BIlling, Shipping address are Different and/or shipping address have Edit | Select LInks,FAIL,null
TC038,113.0,3 Decimal point,Order checkout,ShipAddSameAsBillAdd,'Both BIlling, Shipping address are same and shipping address do not have Edit | Select LInks,'Both BIlling, Shipping address are Different and/or shipping address have Edit | Select LInks,FAIL,null
TC038,113.0,3 Decimal point,Order check out,Shipping Price,'$18.512,'$45.620,FAIL,null
TC038,113.0,3 Decimal point,OrderCheckOut,Amount,'$26.594,'$13.808,FAIL,null
TC038,113.0,3 Decimal point,OrderCheckOut,SubTotal,'$26.594,'$13.808,FAIL,null
TC038,113.0,3 Decimal point,OrderCheckOut,PromotionDiscount,'-$0.992,'-$0.000,FAIL,null
TC038,113.0,3 Decimal point,OrderCheckOut,Shipping,'$18.512,'$45.620,FAIL,null
TC038,113.0,3 Decimal point,OrderCheckOut,TaxPercentage,'(4.210%),'(0.000%),FAIL,null
TC038,113.0,3 Decimal point,OrderCheckOut,TaxAmount,'$1.857,'$0.000,FAIL,null
