Test case , Test Step , Parameters , Page Name , Price Type , Expected Vlaue , Actual Vlaue, Status, OrderNumber, Comments
TC001,2.0,3 Decimal point,ProductDetailsPopUp,Item price,'$0.742,'$0.845,FAIL,null
TC001,2.0,3 Decimal point,ProductDetailsPopUp,Discount,'$2.641,'$2.150,FAIL,null
TC001,2.0,3 Decimal point,ProductDetailsPopUp,Item price,'$0.742,'$0.845,FAIL,null
TC001,2.0,3 Decimal point,ProductDetailsPopUp,Discount,'$2.641,'$2.150,FAIL,null
TC001,2.0,3 Decimal point,VeiwPricingPopUp,Item price,'$0.742,'$0.845,FAIL,null
TC001,2.0,3 Decimal point,ProductDetailsPopUp,Item price,'$0.742,'$0.845,FAIL,null
TC001,2.0,3 Decimal point,ProductDetailsPopUp,Discount,'$2.641,'$2.150,FAIL,null
TC001,2.0,3 Decimal point,AddonPrice,Addon price,'Addon1 - $4.456 ( Flat Rate ),'Addon1,FAIL,null
TC001,2.0,3 Decimal point,ViewSummary,Item price,'$0.742,'$0.845,FAIL,null
TC001,2.0,3 Decimal point,ViewSummary,subtotal,'$7.420,'$8.450,FAIL,null
TC001,2.0,3 Decimal point,ViewSummary,Discount,'-( $2.641 ),'-( $2.150 ),FAIL,null
TC001,2.0,3 Decimal point,ViewSummary,Addon price,'$4.456,'$0.000,FAIL,null
TC001,2.0,3 Decimal point,ViewSummary,total,'$109.235,'$106.300,FAIL,null
TC001,2.0,3 Decimal point,ShoppingCart,Item price,'$0.742,'$0.845,FAIL,null
TC001,2.0,3 Decimal point,ShoppingCart,Discount price,'$2.641,'$2.150,FAIL,null
TC001,2.0,3 Decimal point,ShoppingCart,Addon price,'$4.456,'$0.000,FAIL,null
TC001,2.0,3 Decimal point,ShoppingCart,GridTotal,'$109.235,'$106.300,FAIL,null
TC001,2.0,3 Decimal point,ShoppingCart,total,'$109.235,'$106.300,FAIL,null
TC001,2.0,3 Decimal point,OrderCheckOut,ItemPrice,'$0.742,'$0.845,FAIL,null
TC001,2.0,3 Decimal point,OrderCheckOut,Amount,'$109.235,'$106.300,FAIL,null
