Test case , Test Step , Parameters , Page Name , Price Type , Expected Vlaue , Actual Vlaue, Status, OrderNumber, Comments
TC007,21.0,4 Decimal point, , , , , PASS,7346
TC008,22.0,(2 Decimal point) To test Dynamic-print with list Without Postage price, , , , , PASS,7347
TC008,23.0,3 Decimal point, , , , , PASS,7348
TC008,24.0,4 Decimal point, , , , , PASS,7349
TC009,25.0,(2 Decimal point) To test Dynamic-print with list without Addons  Postage  Coupon  Discount  Tax, , , , , PASS,7350
TC009,26.0,3 Decimal point, , , , , PASS,7351
TC009,27.0,4 Decimal point, , , , , PASS,7352
TC010,28.0,(2 Decimal point) To test Dynamic-print Drop shipment with list when shipping is Taxable and shipping price is Flatrate., , , , , PASS,7353
TC010,29.0,3 Decimal point, , , , , PASS,7354
TC010,30.0,4 Decimal point, , , , , PASS,7355
