Test case , Test Step , Parameters , Page Name , Price Type , Expected Vlaue , Actual Vlaue, Status, OrderNumber, Comments
TC001,1.0,(2 Decimal point) To test Dynamic-Mailing List price with all available parameters , , , , , PASS,7034
TC001,2.0,3 Decimal point, , , , , PASS,7035
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked., , , , , PASS,7036
TC002,5.0,3 Decimal point, , , , , PASS,7037
TC002,6.0,4 Decimal point, , , , , PASS,7038
TC003,7.0,(2 Decimal point) To test Dynamic-print when Discount and promotion coupon Percentage where item price is flat rate, , , , , PASS,7039
TC003,8.0,3 Decimal point, , , , , PASS,7040
TC003,9.0,4 Decimal point, , , , , PASS,7041
TC004,10.0,(2 Decimal point) To test Dynamic-print with list WhenDiscount percentage and coupon value., , , , , PASS,7042
