Test case , Test Step , Parameters , Page Name , Price Type , Expected Vlaue , Actual Vlaue, Status, OrderNumber, Comments
TC008,23.0,3 Decimal point,ProductDetailsPopUp,Item price,'$0.721,'$0.92,FAIL,6971
TC008,23.0,3 Decimal point,ProductDetailsPopUp,Discount,'$3.810,'$2.21,FAIL,6971
TC008,23.0,3 Decimal point,ProductDetailsPopUp,Item price,'$0.721,'$0.92,FAIL,6971
TC008,23.0,3 Decimal point,ProductDetailsPopUp,Discount,'$3.810,'$2.21,FAIL,6971
TC008,23.0,3 Decimal point,VeiwPricingPopUp,Item price,'$0.721,'$0.92,FAIL,6971
TC008,23.0,3 Decimal point,ProductDetailsPopUp,Item price,'$0.721,'$0.92,FAIL,6971
TC008,23.0,3 Decimal point,ProductDetailsPopUp,Discount,'$3.810,'$2.21,FAIL,6971
TC008,23.0,3 Decimal point,AddonPrice,Addon price,'Addon1 - $0.678 ( Flat Rate ),'Addon1 - $0.23 ( Flat Rate ),FAIL,6971
TC008,23.0,3 Decimal point,ViewSummary,Item price,'$0.721,'$0.92,FAIL,6971
TC008,23.0,3 Decimal point,ViewSummary,subtotal,'$7.210,'$9.20,FAIL,6971
TC008,23.0,3 Decimal point,ViewSummary,Discount,'-( $3.810 ),'-( $2.21 ),FAIL,6971
TC008,23.0,3 Decimal point,ViewSummary,Addon price,'$0.678,'$0.23,FAIL,6971
TC008,23.0,3 Decimal point,ViewSummary,postage price,'$0.000,'$0.00,FAIL,6971
TC008,23.0,3 Decimal point,ViewSummary,total,'$4.078,'$7.22,FAIL,6971
TC008,23.0,3 Decimal point,ShoppingCart,Item price,'$0.721,'$0.92,FAIL,6971
TC008,23.0,3 Decimal point,ShoppingCart,Discount price,'$3.810,'$2.21,FAIL,6971
TC008,23.0,3 Decimal point,ShoppingCart,Addon price,'$0.678,'$0.23,FAIL,6971
TC008,23.0,3 Decimal point,ShoppingCart,postage price,'$0.000,'$0.00,FAIL,6971
TC008,23.0,3 Decimal point,ShoppingCart,GridTotal,'$4.078,'$7.22,FAIL,6971
TC008,23.0,3 Decimal point,ShoppingCart,total,'$4.078,'$7.22,FAIL,6971
TC008,23.0,3 Decimal point,OrderCheckOut,ItemPrice,'$0.721,'$0.92,FAIL,6971
TC008,23.0,3 Decimal point,OrderCheckOut,postage price,'$0.000,'$0.00,FAIL,6971
TC008,23.0,3 Decimal point,OrderCheckOut,Amount,'$4.078,'$7.22,FAIL,6971
TC008,23.0,3 Decimal point,OrderCheckOut,SubTotal,'$4.078,'$7.22,FAIL,6971
TC008,23.0,3 Decimal point,OrderCheckOut,PromotionDiscount,'-$2.120,'-$1.23,FAIL,6971
TC008,23.0,3 Decimal point,OrderCheckOut,TaxPercentage,'(1.230%),'(0.98%),FAIL,6971
TC008,23.0,3 Decimal point,OrderCheckOut,TaxAmount,'$0.024,'$0.06,FAIL,6971
TC008,23.0,3 Decimal point,OrderCheckOut,Total,'$1.982,'$6.05,FAIL,6971
TC008,23.0,3 Decimal point,OrderCheckout,AppliedPayment,'$1.982,'$6.05,FAIL,6971
TC008,23.0,3 Decimal point,Order checkout,CostCenter,'Cost center option displayed to user,'Cost center option NOT displayed to user,FAIL,6971
TC008,24.0,4 Decimal point,ProductDetailsPopUp,Item price,'$0.6987,'$0.92,FAIL,6971
TC008,24.0,4 Decimal point,ProductDetailsPopUp,Discount,'$4.1200,'$2.21,FAIL,6971
