Test case , Test Step , Parameters , Page Name , Price Type , Expected Vlaue , Actual Vlaue, Status, OrderNumber, Comments
TC006,16.0,(2 Decimal point) To test Dynamic-print with list Without discout, , , , , PASS,6857
