Test case , Test Step , Parameters , Page Name , Price Type , Expected Vlaue , Actual Vlaue, Status, OrderNumber, Comments
TC001,1.0,(2 Decimal point) To test Dynamic-Mailing List price with all available parameters , , , , , PASS,7084
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,ViewSummary,postage price,'$100.00,'$1,100.00,FAIL,7086
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,ViewSummary,total,'$118.23,'$1,118.23,FAIL,7086
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,ShoppingCart,postage price,'$100.00,'$1,100.00,FAIL,7086
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,ShoppingCart,GridTotal,'$118.23,'$1,118.23,FAIL,7086
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,ShoppingCart,total,'$118.23,'$1,118.23,FAIL,7086
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,OrderCheckOut,postage price,'$100.00,'$1,100.00,FAIL,7086
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,OrderCheckOut,Amount,'$118.23,'$1,118.23,FAIL,7086
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,OrderCheckOut,SubTotal,'$118.23,'$1,118.23,FAIL,7086
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,OrderCheckOut,Total,'$115.11,'$1,115.11,FAIL,7086
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,OrderCheckout,AppliedPayment,'$115.11,'$1,115.11,FAIL,7086
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,Order Summary,postage price,'$100.00,'$1,100.00,FAIL,7086
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,Order Summary,Amount,'$118.23,'$1,118.23,FAIL,7086
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,Order Summary,SubTotal,'$118.23,'$1,118.23,FAIL,7086
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,Order Summary,Total,'$115.11,'$1,115.11,FAIL,7086
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,Order Summary,AppliedTotalPostagePrice,'$100.00,'$1,100.00,FAIL,7086
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,OS Print Popup,PrintTotal,'$115.11,'$1,115.11,FAIL,7086
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,OS Print Popup,Amount,'$118.23,'$1,118.23,FAIL,7086
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,OS Print Popup,SubTotal,'$118.23,'$1,118.23,FAIL,7086
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,OS Print Popup,AppliedTotalPostagePrice,'$100.00,'$1,100.00,FAIL,7086
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,User View Orders,Postage,'$100.00,'$1,100.00,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,User View Orders,Postage,'$100.00,'$1,100.00,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,User View Orders,Total,'$115.11,'$1,115.11,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,User View Orders,Postage,'$100.00,'$1,100.00,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,User View Orders,Total,'$115.11,'$1,115.11,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,User View Orders,Postage Price,'$100.00,'$1,100.00,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,User Print Popup,PrintTotal,'$115.11,'$1,115.11,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,User Print Popup,Amount,'$118.23,'$1,118.23,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,User Print Popup,SubTotal,'$118.23,'$1,118.23,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,User Print Popup,AppliedTotalPostagePrice,'$100.00,'$1,100.00,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,Approver View Orders,Postage,'$100.00,'$1,100.00,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,Approver View Orders,Postage,'$100.00,'$1,100.00,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,Approver View Orders,Total,'$115.11,'$1,115.11,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,Approver View Orders,Postage,'$100.00,'$1,100.00,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,Approver View Orders,Total,'$115.11,'$1,115.11,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,Approver View Orders,Postage Price,'$100.00,'$1,100.00,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,Approver Print Popup,PrintTotal,'$115.11,'$1,115.11,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,Approver Print Popup,Amount,'$118.23,'$1,118.23,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,Approver Print Popup,SubTotal,'$118.23,'$1,118.23,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,Approver Print Popup,AppliedTotalPostagePrice,'$100.00,'$1,100.00,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,PS View Orders,Postage,'$100.00,'$1,100.00,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,PS View Orders,Postage,'$100.00,'$1,100.00,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,PS View Orders,Total,'$115.11,'$1,115.11,FAIL,7087
TC002,4.0,(2 Decimal point) To test Dynamic-print with list When Enable calculate tax is unchecked.,PS View Orders,Postage,'$100.00,'$1,100.00,FAIL,7087
